GGS Conference Rating 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Title,Acronym,GGS Class,GGS Rating,Qualified Classes,Collected Classes,All Qualified Classes,MA-Max. Field Rating,MA-Best Rank Field Rating,MA-Best Class Field Rating,MA-All Field Ratings,MA-All Ranks Field Rating,MA-All Classes Field Rating,MA-Max. Avg. Citations,MA-Best Rank Avg. Citations,MA-Best Class Avg. Citations,MA-All Avg. Citations,MA-All Ranks Avg. Citations,MA-All Classes Avg. Citations,MA-Max. Num. of Papers,MA-Max. Citations,MA-All Num. of Papers,MA-All Citations,LiveSHINE-Max. H-Index,LiveSHINE-Best Rank H-Index,LiveSHINE-Best Class H-Index,LiveSHINE-All H-Indexes,LiveSHINE-All Ranks H-Index,LiveSHINE-All Classes H-Index,LiveSHINE-Max. Avg. Citations,LiveSHINE-Best Rank Avg. Citations,LiveSHINE-Best Class Avg. Citations,LiveSHINE-All Avg. Citations,LiveSHINE-All Ranks Avg. Citations,LiveSHINE-All Classes Avg. Citations,LiveSHINE-Max. Num. of Papers,LiveSHINE-Max. Citations,LiveSHINE-All Num. of Papers,LiveSHINE-All Citations,CORE-Best Class,CORE-All Classes,Num. of Input Records
341,IEEE SYMPOSIUM ON COMPUTATIONAL INTELLIGENCE AND DATA MINING,CIDM,Work in Progress,Work in Progress,"CORE:C, LiveSHINE:B, MA:C","B, C, C","CORE:[C], LiveSHINE:[B|C], MA:[C|B]",30,1053,C,30,1053,C,"13,53",522,B,"13,53",522,B,350,4735,350,4735,25,536,B,25,536,B,"9,24",500,C,"9,24",500,C,327,3021,327,3021,C,C,3
342,CONFERENCE ON INNOVATIVE DATA SYSTEMS RESEARCH,CIDR,2,A,"CORE:A, LiveSHINE:A+, MA:A","A+, A, A","CORE:[A], LiveSHINE:[A|A++], MA:[A-|A++]",72,250,A-,72,250,A-,"39,56",92,A++,"39,56",92,A++,520,20572,520,20572,53,155,A,53,155,A,"44,36",49,A++,"44,36",49,A++,269,11933,269,11933,A,A,3
343,COMPUTABILITY IN EUROPE CONFERENCE,CIE,3,B-,"CORE:C, LiveSHINE:B, MA:B","B, B, C","CORE:[C], LiveSHINE:[B|D], MA:[B|C]",49,474,B,49,474,B,"9,45",819,C,"9,45",819,C,1351,12767,1351,12767,24,572,B,24,572,B,"5,38",764,D,"5,38",764,D,618,3324,618,3324,C,C,3
344,INTERNATIONAL POWER ELECTRONICS CONGRESS,CIEP,Work in Progress,Work in Progress,MA:C,C,MA:[C|D],21,1676,C,21,1676,C,"5,08",1414,D,"5,08",1414,D,399,2026,399,2026,,,,,,,,,,,,,,,,,,,1
345,COMPUTATIONAL INTELLIGENCE AND GAMES,CIG,3,B,"LiveSHINE:A-, MA:B","A-, B","LiveSHINE:[A-|B], MA:[B|B]",50,460,B,50,460,B,"12,91",558,B,"12,91",558,B,1037,13386,1037,13386,42,243,A-,42,243,A-,"12,93",344,B,"12,93",344,B,630,8143,630,8143,,,2
346,ACM INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT,CIKM,1,A+,"CORE:A, LiveSHINE:A++, MA:A++","A++, A++, A","CORE:[A], LiveSHINE:[A++|A], MA:[A++|A]",157,50,A++,157,50,A++,"22,3",253,A,"22,3",253,A,6762,150798,6762,150798,100,31,A++,100,31,A++,"19,67",186,A,"19,67",186,A,3113,61233,3113,61233,A,A,3
347,INTERNATIONAL WORKSHOP ON COMBINATIONS OF INTELLIGENT METHODS AND APPLICATIONS,CIMA,Work in Progress,Work in Progress,CORE:C,C,CORE:[C],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,1
348,"COMPUTATIONAL INTELLIGENCE FOR MODELLING, CONTROL AND AUTOMATION",CIMCA,Work in Progress,Work in Progress,MA:C,C,MA:[C|D],27,1230,C,27,1230,C,"6,26",1216,D,"6,26",1216,D,896,5612,896,5612,,,,,,,,,,,,,,,,,,,1
349,INTERNATIONAL CONFERENCE ON COMPUTATIONAL INTELLIGENCE FOR MEASUREMENT SYSTEMS AND APPLICATIONS,CIMSA,Work in Progress,Work in Progress,MA:C,C,MA:[C|D],22,1595,C,22,1595,C,"6,25",1221,D,"6,25",1221,D,353,2205,353,2205,,,,,,,,,,,,,,,,,,,1
350,"INTERNATIONAL CONFERENCE ON COMPUTATIONAL INTELLIGENCE, MODELLING AND SIMULATION",CIMSIM,Work in Progress,Work in Progress,MA:C,C,MA:[C|D],19,1873,C,19,1873,C,"5,15",1403,D,"5,15",1403,D,403,2077,403,2077,,,,,,,,,,,,,,,,,,,1
351,COMPUTING IN CARDIOLOGY CONFERENCE,CINC,Work in Progress,Work in Progress,MA:B,B,MA:[B|D],59,349,B,59,349,B,"4,76",1480,D,"4,76",1480,D,7486,35653,7486,35653,,,,,,,,,,,,,,,,,,,1
352,INTERNATIONAL CONFERENCE ON CRITICAL INFRASTRUCTURE PROTECTION,CIP,Work in Progress,Work in Progress,MA:C,C,MA:[C|C],21,1676,C,21,1676,C,"9,41",824,C,"9,41",824,C,227,2137,227,2137,,,,,,,,,,,,,,,,,,,1
353,COMPUTATIONAL INTELLIGENCE IN ROBOTICS AND AUTOMATION,CIRA,Work in Progress,Work in Progress,MA:C,C,MA:[C|B-],38,749,C,38,749,C,"10,02",759,B-,"10,02",759,B-,966,9679,966,9679,,,,,,,,,,,,,,,,,,,1
354,INTERNATIONAL CONFERENCE ON COMPUTATIONAL INTELLIGENCE AND SECURITY,CIS,3,B-,"CORE:NC, LiveSHINE:B-, MA:B-","B-, B-, NC","CORE:[NC], LiveSHINE:[B-|D], MA:[B-|D]",43,613,B-,43,613,B-,"4,29",1573,D,"4,29",1573,D,5536,23739,5536,23739,23,607,B-,23,607,B-,"3,02",937,D,"3,02",937,D,1305,3939,1305,3939,NC,NC,3
355,COMPUTER INFORMATION SYSTEMS AND INDUSTRIAL MANAGEMENT APPLICATIONS,CISIM,Work in Progress,Work in Progress,MA:C,C,MA:[C|D],24,1428,C,24,1428,C,"4,32",1566,D,"4,32",1566,D,760,3286,760,3286,,,,,,,,,,,,,,,,,,,1
356,"COMPLEX, INTELLIGENT AND SOFTWARE INTENSIVE SYSTEMS",CISIS,Work in Progress,Work in Progress,"CORE:C, LiveSHINE:B, MA:C","B, C, C","CORE:[C], LiveSHINE:[B|D], MA:[C|D]",31,1006,C,31,1006,C,"4,42",1543,D,"4,42",1543,D,1759,7767,1759,7767,32,379,B,32,379,B,"4,83",806,D,"4,83",806,D,2137,10316,2137,10316,C,C,3
357,INTERNATIONAL CONGRESS ON IMAGE AND SIGNAL PROCESSING,CISP,Work in Progress,Work in Progress,MA:C,C,MA:[C|D],33,918,C,33,918,C,"2,65",1850,D,"2,65",1850,D,6303,16705,6303,16705,,,,,,,,,,,,,,,,,,,1
358,CONFERENCE ON INFORMATION SCIENCES AND SYSTEMS,CISS,Work in Progress,Work in Progress,"CORE:NC, MA:B","B, NC","CORE:[NC], MA:[B|C]",61,335,B,61,335,B,"9,15",845,C,"9,15",845,C,2623,23996,2623,23996,,,,,,,,,,,,,,,,,NC,NC,2
359,IBERIAN CONFERENCE ON INFORMATION SYSTEMS AND TECHNOLOGIES,CISTI,Work in Progress,Work in Progress,MA:C,C,MA:[C|D],21,1676,C,21,1676,C,"1,32",1988,D,"1,32",1988,D,3437,4554,3437,4554,,,,,,,,,,,,,,,,,,,1
360,IEEE SYMPOSIUM ON COMPUTATIONAL INTELLIGENCE IN SCHEDULING,CISCHED,Work in Progress,Work in Progress,LiveSHINE:C,C,LiveSHINE:[C|B-],,,,,,,,,,,,,,,,,12,905,C,12,905,C,"10,18",449,B-,"10,18",449,B-,79,804,79,804,,,1
361,COMPUTER AND INFORMATION TECHNOLOGY,CIT,3,B-,"CORE:C, LiveSHINE:B, MA:B","B, B, C","CORE:[C], LiveSHINE:[B|D], MA:[B|D]",45,564,B,45,564,B,"2,68",1848,D,"2,68",1848,D,9989,26745,9989,26745,34,347,B,34,347,B,"6,44",678,D,"6,44",678,D,1516,9758,1516,9758,C,C,3
362,INTERNATIONAL CONFERENCE ON IT IN ASIA,CITA,Work in Progress,Work in Progress,LiveSHINE:C,C,LiveSHINE:[C|D],,,,,,,,,,,,,,,,,5,1011,C,5,1011,C,"1,07",1015,D,"1,07",1015,D,111,119,111,119,,,1
363,CONFERENCE ON IMAGE AND VIDEO RETRIEVAL,CIVR,2,A-,"LiveSHINE:A+, MA:A-","A+, A-","LiveSHINE:[A|A++], MA:[B|A++]",56,388,B,56,388,B,"26,99",190,A++,"26,99",190,A++,617,16653,617,16653,50,172,A,50,172,A,"30,52",97,A++,"30,52",97,A++,433,13217,433,13217,,,2
364,CONCEPT LATTICES AND THEIR APPLICATIONS,CLA,Work in Progress,Work in Progress,"LiveSHINE:C, MA:C","C, C","LiveSHINE:[C|D], MA:[C|D]",20,1779,C,20,1779,C,"4,75",1484,D,"4,75",1484,D,417,1982,417,1982,14,862,C,14,862,C,"5,38",765,D,"5,38",765,D,157,844,157,844,,,2
365,CROSS LANGUAGE EVALUATION FORUM WORKSHOP,CLEF,3,B,"LiveSHINE:A-, MA:B","A-, B","LiveSHINE:[A-|B-], MA:[B|B-]",53,420,B,53,420,B,"11,4",659,B-,"11,4",659,B-,1455,16592,1455,16592,42,243,A-,42,243,A-,"11,01",409,B-,"11,01",409,B-,688,7573,688,7573,,,2
366,CONFERENCIA LATINOAMERICANA DE INFORMÁTICA,CLEI,Work in Progress,Work in Progress,"CORE:C, LiveSHINE:C","C, C","CORE:[C], LiveSHINE:[C|D]",,,,,,,,,,,,,,,,,9,959,C,9,959,C,"1,71",999,D,"1,71",999,D,409,699,409,699,C,C,2
367,CONFERENCE ON LASERS AND ELECTRO-OPTICS,CLEO,Work in Progress,Work in Progress,MA:A-,A-,MA:[A|D],85,180,A,85,180,A,"1,09",1997,D,"1,09",1997,D,61152,66811,61152,66811,,,,,,,,,,,,,,,,,,,1
368,LATIN AMERICAN CONFERENCE ON HUMAN-COMPUTER INTERACTION,CLIHC,Work in Progress,Work in Progress,LiveSHINE:C,C,LiveSHINE:[C|D],,,,,,,,,,,,,,,,,3,1024,C,3,1024,C,"1,5",1006,D,"1,5",1006,D,52,78,52,78,,,1
369,INTERNATIONAL WORKSHOP ON COMPUTATIONAL LOGIC IN MULTI-AGENT SYSTEMS,CLIMA,Work in Progress,Work in Progress,LiveSHINE:C,C,LiveSHINE:[C|C],,,,,,,,,,,,,,,,,18,758,C,18,758,C,"8,45",554,C,"8,45",554,C,173,1461,173,1461,,,1
370,COMPUTATIONAL LINGUISTICS IN THE NETHERLANDS,CLIN,Work in Progress,Work in Progress,MA:C,C,MA:[C|D],18,1967,C,18,1967,C,"5,34",1373,D,"5,34",1373,D,327,1745,327,1745,,,,,,,,,,,,,,,,,,,1
371,WORKSHOP ON CROSS-LANGUAGE INFORMATION PROCESSING,CLIP,Work in Progress,Work in Progress,LiveSHINE:C,C,LiveSHINE:[C|D],,,,,,,,,,,,,,,,,5,1011,C,5,1011,C,"1,95",990,D,"1,95",990,D,20,39,20,39,,,1
372,INTERNATIONAL CONFERENCE ON CLOUD COMPUTING AND SERVICES SCIENCE,CLOSER,Work in Progress,Work in Progress,"CORE:C, LiveSHINE:C, MA:C","C, C, C","CORE:[C], LiveSHINE:[C|D], MA:[C|D]",23,1503,C,23,1503,C,"3,62",1689,D,"3,62",1689,D,925,3350,925,3350,17,800,C,17,800,C,"3,53",906,D,"3,53",906,D,433,1529,433,1529,C,C,3
373,IEEE INTERNATIONAL CONFERENCE ON CLOUD COMPUTING,CLOUD,2,A-,"CORE:B, LiveSHINE:A, MA:A-","A, A-, B","CORE:[B], LiveSHINE:[A|A], MA:[A|D]",81,198,A,81,198,A,"6,81",1118,D,"6,81",1118,D,6042,41162,6042,41162,62,113,A,62,113,A,"20,8",171,A,"20,8",171,A,757,15748,757,15748,B,B,3
374,IEEE INTERNATIONAL CONFERENCE ON CLOUD COMPUTING TECHNOLOGY AND SCIENCE,CLOUDCOM,3,B,"CORE:C, LiveSHINE:A, MA:A","A, A, C","CORE:[C], LiveSHINE:[A|A], MA:[A|B-]",93,149,A,93,149,A,"11,46",655,B-,"11,46",655,B-,4732,54206,4732,54206,52,161,A,52,161,A,"21,31",164,A,"21,31",164,A,558,11891,558,11891,C,C,3
375,INTERNATIONAL CONFERENCE ON LOGIC PROGRAMMING,ICLP,Not Rated,Not Rated (now published as journal),"CORE:A, LiveSHINE:B, MA:A","A, A, B","CORE:[A], LiveSHINE:[B|B], MA:[A|B-]",84,186,A,"21, 84","186, 1676","C, A","9,21",627,B-,"11,87, 9,21","627, 842","C, B-",4797,56959,"191, 4797","1760, 56959",34,347,B,34,347,B,"13,14",337,B,"13,14",337,B,332,4362,332,4362,A,A,4
376,CLUSTER COMPUTING CONFERENCE,CLUSTER,2,A,"CORE:A, LiveSHINE:A, MA:A-","A, A, A-","CORE:[A], LiveSHINE:[A|B-], MA:[A-|A-]",73,243,A-,73,243,A-,"17,12",384,A-,"17,12",384,A-,1733,29667,1733,29667,47,199,A,47,199,A,"11,97",374,B-,"11,97",374,B-,884,10580,884,10580,A,A,3
377,COMMUNICATIONS AND MOBILE COMPUTING,CMC,Work in Progress,Work in Progress,MA:B,B,MA:[B|D],47,513,B,47,513,B,"5,95",1283,D,"5,95",1283,D,3339,19864,3339,19864,,,,,,,,,,,,,,,,,,,1
378,CONFERENCE ON MULTIMEDIA COMPUTING AND NETWORKING,CMCN,Work in Progress,Work in Progress,MA:B,B,MA:[B-|A],44,589,B-,44,589,B-,"22,05",258,A,"22,05",258,A,441,9724,441,9724,,,,,,,,,,,,,,,,,,,1
379,INTERNATIONAL CONFERENCE ON CONDITION MONITORING AND DIAGNOSIS,CMD,Work in Progress,Work in Progress,MA:C,C,MA:[C|D],18,1967,C,18,1967,C,"3,14",1778,D,"3,14",1778,D,1010,3170,1010,3170,,,,,,,,,,,,,,,,,,,1
380,IEEE/ICME INTERNATIONAL CONFERENCE ON COMPLEX MEDICAL ENGINEERING,CME,Work in Progress,Work in Progress,MA:C,C,MA:[C|D],18,1967,C,18,1967,C,"2,97",1804,D,"2,97",1804,D,623,1852,623,1852,,,,,,,,,,,,,,,,,,,1
381,INTERNATIONAL SYMPOSIUM ON COMPUTER MUSIC MODELING AND RETRIEVAL,CMMR,Work in Progress,Work in Progress,LiveSHINE:C,C,LiveSHINE:[C|D],,,,,,,,,,,,,,,,,16,826,C,16,826,C,"6,36",686,D,"6,36",686,D,140,891,140,891,,,1
382,CONGRESS ON MODELLING AND SIMULATION,CMS,Work in Progress,Work in Progress,"CORE:NC, MA:C","C, NC","CORE:[NC], MA:[C|D]",34,876,C,34,876,C,"4,37",1556,D,"4,37",1556,D,2690,11760,2690,11760,,,,,,,,,,,,,,,,,NC,NC,2
383,COMPUTATIONAL METHODS IN SYSTEMS BIOLOGY,CMSB,Work in Progress,Work in Progress,MA:C,C,MA:[C|B],36,810,C,36,810,C,"15,44",443,B,"15,44",443,B,449,6931,449,6931,,,,,,,,,,,,,,,,,,,1
384,INTERNATIONAL SCIENCE CONFERENCE ON COMPUTER NETWORKS,CN,Work in Progress,Work in Progress,CORE:NC,NC,CORE:[NC],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC,NC,1
385,COMMUNICATIONS AND NETWORKING SYMPOSIUM,CNS,Work in Progress,Work in Progress,MA:C,C,MA:[C|D],29,1098,C,29,1098,C,"4,51",1531,D,"4,51",1531,D,1095,4942,1095,4942,,,,,,,,,,,,,,,,,,,1
386,CONFERENCE ON NETWORK AND SERVICE MANAGEMENT,CNSM,3,B-,"CORE:B, LiveSHINE:B, MA:C","B, B, C","CORE:[B], LiveSHINE:[B|D], MA:[C|C]",33,918,C,33,918,C,"7,04",1094,C,"7,04",1094,C,997,7022,997,7022,24,572,B,24,572,B,"6,41",680,D,"6,41",680,D,493,3159,493,3159,B,B,3
387,CONFERENCE ON COMMUNICATION NETWORKS AND SERVICES RESEARCH,CNSR,Work in Progress,Work in Progress,MA:C,C,MA:[C|C],28,1170,C,28,1170,C,"9,95",767,C,"9,95",767,C,481,4788,481,4788,,,,,,,,,,,,,,,,,,,1
388,CONFERENCE ON COMBINATORIAL OPTIMIZATION AND APPLICATIONS,COCOA,Work in Progress,Work in Progress,"CORE:B, LiveSHINE:C, MA:C","B, C, C","CORE:[B], LiveSHINE:[C|D], MA:[C|D]",20,1779,C,20,1779,C,"3,67",1677,D,"3,67",1677,D,729,2674,729,2674,19,725,C,19,725,C,"4,62",826,D,"4,62",826,D,428,1977,428,1977,B,B,3
389,COMPUTING AND COMBINATORICS CONFERENCE,COCOON,Work in Progress,Work in Progress,"CORE:NC, LiveSHINE:B, MA:C","B, C, NC","CORE:[NC], LiveSHINE:[B|D], MA:[C|C]",41,654,C,41,654,C,"7,3",1055,C,"7,3",1055,C,1561,11397,1561,11397,27,491,B,27,491,B,"5,85",734,D,"5,85",734,D,680,3977,680,3977,NC,NC,3
390,CONFERENCE ON ORGANIZATIONAL COMPUTING SYSTEMS,COCS,Work in Progress,Work in Progress,MA:B-,B-,MA:[C|A+],27,1230,C,27,1230,C,"23,72",233,A+,"23,72",233,A+,95,2253,95,2253,,,,,,,,,,,,,,,,,,,1
391,CONFERENCE ON DATA AND APPLICATION SECURITY AND PRIVACY,CODASPY,Work in Progress,Work in Progress,"LiveSHINE:B, MA:C","B, C","LiveSHINE:[B|B], MA:[C|B]",39,706,C,39,706,C,"12,41",594,B,"12,41",594,B,531,6590,531,6590,26,511,B,26,511,B,"14,93",296,B,"14,93",296,B,186,2777,186,2777,,,2
392,INTERNATIONAL CONFERENCE ON HARDWARE/SOFTWARE CODESIGN AND SYSTEM SYNTHESIS,CODES+ISSS,3,B,"CORE:C, LiveSHINE:A, MA:B","A, B, C","CORE:[C], LiveSHINE:[A-|A], MA:[B|B]",58,362,B,58,362,B,"15,77",424,B,"15,77",424,B,991,15628,991,15628,45,217,A-,45,217,A-,"18,34",220,A,"18,34",220,A,509,9334,509,9334,C,C,3
393,CONFERENCE ON GAMES (WAS COMPUTATIONAL INTELLIGENCE AND GAMES CIG),COG,Work in Progress,Work in Progress,CORE:C,C,CORE:[C],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,1
394,IEEE INTERNATIONAL CONFERENCE ON COGNITIVE INFOCOMMUNICATIONS,COGINFOCOM,Work in Progress,Work in Progress,MA:C,C,MA:[C|D],20,1779,C,20,1779,C,"3,67",1678,D,"3,67",1678,D,951,3488,951,3488,,,,,,,,,,,,,,,,,,,1
395,"INTERNATIONAL WORKSHOP ON COORDINATION, ORGANIZATIONS, INSTITUTIONS, NORMS AND ETHICS FOR GOVERNANCE OF MULTI-AGENT SYSTEMS (ETHICS ADDED 2020)",COIN,Work in Progress,Work in Progress,"CORE:B, LiveSHINE:C","B, C","CORE:[B], LiveSHINE:[C|D]",,,,,,,,,,,,,,,,,11,921,C,11,921,C,"6,93",648,D,"6,93",648,D,56,388,56,388,B,B,2
396,INTERNATIONAL CONFERENCE ON COMPUTATIONAL LINGUISTICS,COLING,2,A,"CORE:A, LiveSHINE:A, MA:A+","A+, A, A","CORE:[A], LiveSHINE:[A|A], MA:[A+|A-]",137,72,A+,137,72,A+,"16,1",410,A-,"16,1",410,A-,7857,126468,7857,126468,50,172,A,50,172,A,"20,41",175,A,"20,41",175,A,522,10652,522,10652,A,A,3
397,COLLABORATIVE COMPUTING,COLLABORATECOM,Work in Progress,Work in Progress,"CORE:C, LiveSHINE:B, MA:C","B, C, C","CORE:[C], LiveSHINE:[B|D], MA:[C|D]",33,918,C,33,918,C,"5,64",1323,D,"5,64",1323,D,1197,6751,1197,6751,24,572,B,24,572,B,"5,95",730,D,"5,95",730,D,552,3287,552,3287,C,C,3
398,CONFERENCE ON LEARNING THEORY,COLT,1,A+,"CORE:A++, LiveSHINE:A+, MA:A+","A++, A+, A+","CORE:[A++], LiveSHINE:[A|A++], MA:[A|A++]",112,104,A,112,104,A,"46,13",66,A++,"46,13",66,A++,1853,85479,1853,85479,58,129,A,58,129,A,"27,42",113,A++,"27,42",113,A++,474,12996,474,12996,A++,A++,3
399,INTERNATIONAL CONFERENCE ON MANAGEMENT OF DATA,COMAD,Work in Progress,Work in Progress,CORE:NC,NC,CORE:[NC],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC,NC,1
400,COMPUTATIONAL MODELS OF ARGUMENT,COMMA,Work in Progress,Work in Progress,MA:C,C,MA:[C|D],31,1006,C,31,1006,C,"4,84",1467,D,"4,84",1467,D,888,4294,888,4294,,,,,,,,,,,,,,,,,,,1
401,WORKSHOP ON CONTROL AND MODELING FOR POWER ELECTRONICS,COMPEL,Work in Progress,Work in Progress,MA:C,C,MA:[C|D],29,1098,C,29,1098,C,"4,78",1478,D,"4,78",1478,D,1252,5986,1252,5986,,,,,,,,,,,,,,,,,,,1
402,ANNUAL EUROPEAN COMPUTER CONFERENCE,COMPEURO,Work in Progress,Work in Progress,MA:C,C,MA:[C|D],21,1676,C,21,1676,C,"3,75",1662,D,"3,75",1662,D,664,2491,664,2491,,,,,,,,,,,,,,,,,,,1
403,"INTERNATIONAL CONFERENCE ON COMPLEXITY, FUTURE INFORMATION SYSTEMS AND RISK",COMPLEXIS,Work in Progress,Work in Progress,CORE:C,C,CORE:[C],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,1
404,INTERNATIONAL SYMPOSIUM ON COMPUTATIONAL LIFE SCIENCE,COMPLIFE,Work in Progress,Work in Progress,LiveSHINE:C,C,LiveSHINE:[C|B],,,,,,,,,,,,,,,,,13,887,C,13,887,C,"13,98",314,B,"13,98",314,B,49,685,49,685,,,1
405,ANNUAL INTERNATIONAL COMPUTER SOFTWARE AND APPLICATIONS CONFERENCE,COMPSAC,3,B,"CORE:B, LiveSHINE:A-, MA:B","A-, B, B","CORE:[B], LiveSHINE:[A-|C], MA:[B|D]",63,313,B,63,313,B,"6,26",1217,D,"6,26",1217,D,6194,38785,6194,38785,43,232,A-,43,232,A-,"8,11",571,C,"8,11",571,C,1658,13444,1658,13444,B,B,3
406,COMPUTER SYSTEMS AND TECHNOLOGIES,COMPSYSTECH,Work in Progress,Work in Progress,"LiveSHINE:C, MA:C","C, C","LiveSHINE:[C|D], MA:[C|D]",21,1676,C,21,1676,C,"3,26",1747,D,"3,26",1747,D,1289,4199,1289,4199,21,667,C,21,667,C,"4,03",875,D,"4,03",875,D,854,3438,854,3438,,,2
407,COMMUNICATION SYSTEMS AND NETWORKS,COMSNETS,Work in Progress,Work in Progress,"CORE:NC, MA:C","C, NC","CORE:[NC], MA:[C|D]",36,810,C,36,810,C,"4,37",1558,D,"4,37",1558,D,2165,9453,2165,9453,,,,,,,,,,,,,,,,,NC,NC,2
408,COMMUNICATION SYSTEM SOFTWARE AND MIDDLEWARE,COMSWARE,Work in Progress,Work in Progress,MA:C,C,MA:[C|B-],29,1098,C,29,1098,C,"10,78",703,B-,"10,78",703,B-,394,4247,394,4247,,,,,,,,,,,,,,,,,,,1
409,INTERNATIONAL CONFERENCE ON CONCURRENCY THEORY,CONCUR,2,A,"CORE:A, LiveSHINE:A-, MA:A+","A+, A, A-","CORE:[A], LiveSHINE:[B|A], MA:[A|A++]",86,177,A,86,177,A,"26,39",202,A++,"26,39",202,A++,1300,34308,1300,34308,39,285,B,39,285,B,"18,15",224,A,"18,15",224,A,419,7606,419,7606,A,A,3
410,ACM INTERNATIONAL CONFERENCE ON EMERGING NETWORKING EXPERIMENTS AND TECHNOLOGIES,CONEXT,2,A,"CORE:A, LiveSHINE:A+, MA:A","A+, A, A","CORE:[A], LiveSHINE:[A|A++], MA:[A-|A++]",75,232,A-,75,232,A-,"35,21",115,A++,"35,21",115,A++,719,25316,719,25316,62,113,A,62,113,A,"36,55",73,A++,"36,55",73,A++,477,17435,477,17435,A,A,3
411,INTERNATIONAL CONFERENCE ON INFORMATION RESOURCES MANAGEMENT,CONF-IRM,Work in Progress,Work in Progress,LiveSHINE:C,C,LiveSHINE:[C|D],,,,,,,,,,,,,,,,,7,996,C,7,996,C,"0,43",1026,D,"0,43",1026,D,432,186,432,186,,,1
412,"INTERNATIONAL CONFERENCE ON ELECTRONICS, COMMUNICATIONS, AND COMPUTERS",CONIELECOMP,Work in Progress,Work in Progress,MA:C,C,MA:[C|D],20,1779,C,20,1779,C,"3,59",1695,D,"3,59",1695,D,751,2699,751,2699,,,,,,,,,,,,,,,,,,,1
413,CONFERENCE ON COMPUTATIONAL NATURAL LANGUAGE LEARNING,CONLL,2,A,"CORE:A, LiveSHINE:A-, MA:A","A, A, A-","CORE:[A], LiveSHINE:[B|A++], MA:[A-|A++]",73,243,A-,73,243,A-,"32,08",140,A++,"32,08",140,A++,865,27751,865,27751,27,491,B,27,491,B,"32,19",89,A++,"32,19",89,A++,148,4764,148,4764,A,A,3
414,JOINT INTERNATIONAL CONFERENCE ON VECTOR AND PARALLEL PROCESSING: PARALLEL PROCESSING,CONPAR - VAPP,Work in Progress,Work in Progress,MA:C,C,MA:[C|D],19,1873,C,19,1873,C,"4,88",1460,D,"4,88",1460,D,287,1401,287,1401,,,,,,,,,,,,,,,,,,,1
415,INTERNATIONAL AND INTERDISCIPLINARY CONFERENCE ON MODELLING AND USING CONTEXT,CONTEXT,Work in Progress,Work in Progress,CORE:C,C,CORE:[C],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,1
416,UKACC INTERNATIONAL CONFERENCE ON CONTROL,CONTROL,Work in Progress,Work in Progress,MA:C,C,MA:[C|D],26,1289,C,26,1289,C,"3,93",1633,D,"3,93",1633,D,1356,5328,1356,5328,,,,,,,,,,,,,,,,,,,1
417,IEEE COOL CHIPS,COOLCHIPS,Work in Progress,Work in Progress,LiveSHINE:C,C,LiveSHINE:[C|D],,,,,,,,,,,,,,,,,6,1005,C,6,1005,C,"1,99",988,D,"1,99",988,D,75,149,75,149,,,1
418,INTERNATIONAL CONFERENCE ON THE DESIGN OF COOPERATIVE SYSTEMS,COOP,Work in Progress,Work in Progress,LiveSHINE:C,C,LiveSHINE:[C|D],,,,,,,,,,,,,,,,,6,1005,C,6,1005,C,"4,41",840,D,"4,41",840,D,29,128,29,128,,,1
419,COOPERATIVE INFORMATION SYSTEMS,COOPIS,3,B,"CORE:B, MA:A-","A-, B","CORE:[B], MA:[B|A]",50,460,B,50,460,B,"21,66",271,A,"21,66",271,A,502,10872,502,10872,,,,,,,,,,,,,,,,,B,B,2
420,INTERNATIONAL CONFERENCE ON COORDINATION MODELS AND LANGUAGES,COORDINATION,Work in Progress,Work in Progress,"CORE:C, MA:C","C, C","CORE:[C], MA:[C|B]",38,749,C,38,749,C,"13,53",521,B,"13,53",521,B,457,6183,457,6183,,,,,,,,,,,,,,,,,C,C,2
421,USENIX CONFERENCE ON OBJECT-ORIENTED TECHNOLOGIES AND SYSTEMS,COOTS,Work in Progress,Work in Progress,MA:B-,B-,MA:[C|A++],24,1428,C,24,1428,C,"26,53",200,A++,"26,53",200,A++,58,1539,58,1539,,,,,,,,,,,,,,,,,,,1
422,WORKSHOP ON CONSTRAINT SATISFACTION FOR PLANNING AND SCHEDULING,COPLAS,Work in Progress,Work in Progress,CORE:B,B,CORE:[B],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,B,1
423,COMPUTER RECOGNITION SYSTEMS,CORES,Work in Progress,Work in Progress,MA:C,C,MA:[C|D],18,1967,C,18,1967,C,"3,94",1631,D,"3,94",1631,D,628,2477,628,2477,,,,,,,,,,,,,,,,,,,1
